,0
490,"Technical Regulations, Standards And Conformity Assessment Procedures Trade Facilitation"
491,"Technical Regulations, Standards And Conformity Assessment Procedures Trade Facilitation"
492,Implementation And Operation Of The Agreement Relation To Other Agreements
493,General And Final Provisions Modalities For The Continuation Of Negotiations
494,"Technical Regulations, Standards And Conformity Assessment Procedures Reaffirmation Of Tbt Agreement"
495,"Standards, Technical Regulations And Conformity Assessment Procedures Information Exchange"
496,Administration Of The Agreement Agreement Co-Ordinators And Contact Points
497,General Provisions Contact Points And Exchange Of Information
498,Administration Of The Agreement Contact Points
499,General Provisions Contact Points And Exchange Of Information
500,"Standards, Technical Regulations And Conformity Assessment Procedures Sub-Committee On Standards, Technical Regulations And Conformity Assessment Procedures"
501,"Other Trade Related Provisions Sub-Committee On Standards, Technical Regulations And Conformity Assessment"
502,Administration Of The Agreement Sub-Committees
503,"Institutional, General And Final Provisions Procedures Of The Association Committee"
504,General Provisions Specific Tasks Of The Association Committee
505,Arrangements For Trade In Goods Safeguard Measures
506,Trade In Non-Agricultural Products Global Safeguard Measures
507,Final Provisions Relation To The Bilateral Arrangements On Trade In Agricultural Products
508,Trade In Goods Imposition Of A Bilateral Safeguard Measure
509,General Provisions Procedures For The Application Of Safeguard Measures
510,Unfair Trade Practices Maximum Period For Completing An Investigation
511,General Provisions Emergency Action On Import Of Particular Products
512,"Transparency, Institutional Provisions, Exceptions And Final Provisions Disclosure Of Information"
513,Trade Related Provisions Safeguard Measures
514,General Provisions Procedure For The Application Of Safeguard Measures
515,Institutional And Procedural Provisions Provisional Measures
516,Exceptions And General Provisions Disclosure Of Information
517,Safeguard Measures Scope And Duration Of Transitional Safeguard Measures
518,Safeguards Conditions And Limitations
519,Safeguard Measures Investigation
520,Trade In Goods Imposition Of A Bilateral Safeguard Measure
521,Safeguards Application Of A Safeguard Measure
522,Customs Duties And Non-Tariff Measures Standstill
523,Safeguard Measures Scope And Duration Of Transitional Safeguard Measures
524,Safeguards Imposition Of A Safeguard Measure
525,Trade In Goods Safeguard Measures
526,General Provisions Emergency Action On Import Of Particular Products
527,Safeguard Measures Scope And Duration Of Transitional Safeguard Measures
528,Customs Duties And Non-Tariff Measures Elimination Of Customs Duties On Exports
529,Trade Remedies Application Of A Safeguard Measure
530,Trade Remedies Dispute Settlement In Safeguard Measures Matters
531,Trade Remedies Application Of A Transitional Safeguard Measure
532,Dispute Settlement Suspension Of Concessions And Obligations
533,Other Provisions Termination
534,General And Final Provisions Relations With The Wto Agreement
535,Final Provisions Rights And Obligations Under This Agreement
536,Trade Remedies Article Xix Of The Gatt 1994 And The Safeguards Agreement
537,Sanitary And Phytosanitary Measures Relation To Other Agreements
538,Trade In Goods Relation To Safeguard Measures Under The Wto Agreement
539,Safeguards Global Safeguard Actions
540,Wto Rights And Obligations Services
541,Trade In Services And Rules Of Establishment Maritime Transport
542,Trade In Services And Rules Of Establishment Maritime Transport
543,"Establishment Of Free Trade Area, Objectives And General Definitions Establishment Of The Asean-Australia-New Zealand Free Trade Area"
544,"Establishment Of Free Trade Area, Objectives And General Definitions Establishment Of The Asean-Australia-New Zealand Free Trade Area"
545,"Establishment Of Free Trade Area, Objectives And General Definitions Establishment Of The Asean-Australia-New Zealand Free Trade Area"
546,Other Trade Related Provisions Safeguards
547,Controlling Anti-Competitive Activities Measures Against Anti-Competitive Activities
548,Competition Anti-Competitive Practices
549,Telecommunications Interconnection With Suppliers Of Public
550,Telecommunications Interconnection With Suppliers Of Public
551,Telecommunications Interconnection With Suppliers Of Public
552,Implementation And Operation Of The Agreement Transparency
553,Telecommunications Services Interconnection With Major Suppliers
554,Regulatory Framework Universal Service
555,"Establishment, Trade In Services And Electronic Commerce Conditions For Licensing"
556,Telecommunications Independent Regulatory Bodies And Government-Owned Telecommunications Suppliers
557,Telecommunications Allocation And Use Of Scarce Resources11-3
558,"Establishment Of Free Trade Area, Objectives And General Definitions Establishment Of The Asean-Australia-New Zealand Free Trade Area"
559,"Other Trade Related Provisions Sub-Committee On Standards, Technical Regulations And Conformity Assessment"
560,"Establishment Of Free Trade Area, Objectives And General Definitions Establishment Of The Asean-Australia-New Zealand Free Trade Area"
561,"Establishment Of Free Trade Area, Objectives And General Definitions Establishment Of The Asean-Australia-New Zealand Free Trade Area"
562,Trade In Goods Recommendations Of The Wto Committee On Anti-Dumping Practices
563,Temporary Presence Of Natural Persons For Business Purposes Contractual Services Suppliers And Independent Professionals
564,"Establishment Of Free Trade Area, Objectives And General Definitions Establishment Of The Asean-Australia-New Zealand Free Trade Area"
565,Services Schedule Of Specific Commitments
566,Trade In Services Modification Of Schedules Of Commitments
567,Technical Barrier To Trade Definitions
568,Services And Investment Specific Exceptions
569,General Provisions Annexes And Protocols
570,"Establishment Of Free Trade Area, Objectives And General Definitions Establishment Of The Asean-Australia-New Zealand Free Trade Area"
571,"Establishment Of Free Trade Area, Objectives And General Definitions Establishment Of The Asean-Australia-New Zealand Free Trade Area"
572,Common Provisions Annexes And Protocols
573,Co-Operation In Infrastructure And Services Multimodal Transport
574,Initial Provisions And General Definitions Non-Discrimination
575,Co-Operation Maritime Transport
576,Trade In Services And Rules Of Establishment Maritime Transport
577,Co-Operation In The Development Of Transport And Communications Multimodal Transport
578,"Establishment Of Free Trade Area, Objectives And General Definitions Establishment Of The Asean-Australia-New Zealand Free Trade Area"
579,"General Provisions Rules Of Origin, Co-Operation And Customs Administration"
580,Controlling Anti-Competitive Activities Measures Against Anti-Competitive Activities
581,Competition Anti-Competitive Practices
582,Telecommunications Interconnection With Suppliers Of Public
583,Telecommunications Interconnection With Suppliers Of Public
584,Implementation And Operation Of The Agreement Transparency
585,Telecommunications Services Interconnection With Major Suppliers
586,Regulatory Framework Universal Service
587,Regulatory Framework Individual Licences
588,Telecommunications Independent Regulators
589,Trade In Services Affirmation Of Gats Annex On Financial Services
590,"Services, Investment, Public Procurement Services"
591,Trade In Services Scope Of And Definitions Under Chapter 7
592,Trade In Services Scope Of And Definitions Under Chapter 7
593,Financial Services Definitions And Scope
594,Final Provisions Restrictions To Safeguard The Balance Of Payments
595,General Provisions Confidentiality
596,Monetary And Financial Co-Operation Safeguard Measures
597,Initial Provisions And General Definitions Rights And Obligations Under Other Agreements
598,Mutual Recognition Miscellaneous Provisions Under Chapter 6
599,Cross Border Trade In Services Transparency
600,Transparency Administrative Proceedings For The Adoption Of Measures Of General Application
601,"Transparency, Institutional Provisions, Exceptions And Final Provisions Contact Points And Exchange Of Information"
602,General Provisions Annexes And Protocols
603,Financial Services Information Requirements
604,Final Provisions Notification Of Provisional Application
605,Financial Services Effective And Transparent Regulation In The Financial Services Sector
606,General And Final Provisions Scope Of Application
607,Final Provisions Notification Of Provisional Application
608,Financial Services Specific Exceptions
609,"Establishment, Trade In Services And Electronic Commerce Security Exceptions"
610,Financial Services Commitments Under International Agreements
611,Consultations And Dispute Settlement Proceedings Of Arbitral Tribunals
612,Telecommunications Access To And Use Of Public Telecommunications Transport Networks 9-2 And Services
613,Other Provisions Annexes
614,"Institutional And Final Provisions Customs Unions, Free-Trade Areas And Frontier Trade This Agreement Shall Not Prevent The Maintenance Or Establishment Of Customs Unions, Free-Trade"
615,Telecommunications Obligations Relating To Suppliers Of Public Telecommunications Networks Or Services 25
616,"General, Transitional And Final Provisions Transitional Arrangements"
617,Common Provisions Annexes And Protocols
618,Telecommunications Additional Obligations Relating To Conduct Of Major Suppliers Of Public Telecommunications Services2
619,Competition Anti-Competitive Practices
620,Telecommunications Procedures For Licenses And Other Authorizations
621,Common Provisions Notifications And Consultations Procedure
622,Telecommunications Obligations Relating To Interconnection With Suppliers Of Public Telecommunications Services
623,Telecommunications Obligations Relating To Interconnection With Suppliers Of Public Telecommunications Services
624,Telecommunications Interconnection With Suppliers Of Public
