,0
1812,trade facilitation
1813,trade facilitation
1814,sanitary and phytosanitary measures
1815,services
1816,rules of origin
1817,investments
1818,technical barriers to trade
1819,services
1820,technical barriers to trade
1821,trade facilitation
1822,rules of origin
1823,trade facilitation
1824,competition policy
1825,competition policy
1826,competition policy
1827,investments
1828,services
1829,services
1830,services
1831,public procurement
1832,services
1833,services
1834,investments
1835,services
1836,intellectual property rights
1837,sanitary and phytosanitary measures
1838,preferential tariffs
1839,technical barriers to trade
1840,rules of origin
1841,trade facilitation
1842,sanitary and phytosanitary measures
1843,environment
1844,sanitary and phytosanitary measures
1845,sanitary and phytosanitary measures
1846,environment
1847,sanitary and phytosanitary measures
1848,investments
1849,investments
1850,rules of origin
1851,public procurement
1852,rules of origin
1853,sanitary and phytosanitary measures
1854,sanitary and phytosanitary measures
1855,competition policy
1856,trade facilitation
1857,movement of persons
1858,trade facilitation
1859,preferential tariffs
1860,investments
1861,preferential tariffs
1862,preferential tariffs
1863,trade facilitation
1864,preferential tariffs
1865,preferential tariffs
1866,preferential tariffs
1867,services
1868,preferential tariffs
1869,technical barriers to trade
1870,services
1871,labour market
1872,services
1873,public procurement
1874,services
1875,services
1876,competition policy
1877,environment
1878,services
1879,services
1880,investments
1881,preferential tariffs
1882,technical barriers to trade
1883,trade facilitation
1884,trade facilitation
1885,preferential tariffs
1886,trade facilitation
1887,competition policy
1888,services
1889,services
1890,trade facilitation
1891,investments
1892,public procurement
1893,competition policy
1894,technical barriers to trade
1895,environment
1896,services
1897,services
1898,preferential tariffs
1899,trade facilitation
1900,preferential tariffs
1901,preferential tariffs
1902,investments
1903,rules of origin
1904,preferential tariffs
1905,preferential tariffs
1906,preferential tariffs
1907,preferential tariffs
1908,intellectual property rights
1909,trade facilitation
1910,preferential tariffs
1911,competition policy
1912,preferential tariffs
1913,preferential tariffs
1914,preferential tariffs
1915,environment
1916,preferential tariffs
1917,services
1918,labour market
1919,services
1920,competition policy
1921,services
1922,labour market
1923,rules of origin
1924,trade facilitation
1925,trade facilitation
1926,rules of origin
1927,rules of origin
1928,rules of origin
1929,rules of origin
1930,rules of origin
1931,preferential tariffs
1932,rules of origin
1933,technical barriers to trade
1934,rules of origin
1935,rules of origin
1936,rules of origin
1937,rules of origin
1938,rules of origin
1939,rules of origin
1940,preferential tariffs
1941,rules of origin
1942,trade facilitation
1943,rules of origin
1944,movement of persons
1945,rules of origin
1946,trade remedies
1947,rules of origin
1948,preferential tariffs
1949,preferential tariffs
1950,rules of origin
1951,rules of origin
1952,rules of origin
1953,rules of origin
1954,rules of origin
1955,rules of origin
1956,rules of origin
1957,rules of origin
1958,rules of origin
1959,rules of origin
1960,rules of origin
1961,rules of origin
1962,rules of origin
1963,trade facilitation
1964,trade facilitation
1965,rules of origin
1966,trade remedies
1967,rules of origin
1968,preferential tariffs
1969,trade facilitation
1970,export restrictions
1971,services
1972,preferential tariffs
1973,preferential tariffs
1974,trade facilitation
1975,trade facilitation
1976,preferential tariffs
1977,preferential tariffs
1978,technical barriers to trade
1979,technical barriers to trade
1980,preferential tariffs
1981,environment
1982,investments
1983,investments
1984,trade facilitation
1985,export restrictions
1986,trade facilitation
1987,export restrictions
1988,trade facilitation
1989,trade facilitation
1990,labour market
1991,environment
1992,environment
1993,sanitary and phytosanitary measures
1994,technical barriers to trade
1995,sanitary and phytosanitary measures
1996,trade facilitation
1997,trade facilitation
1998,environment
1999,technical barriers to trade
2000,environment
2001,technical barriers to trade
2002,trade facilitation
2003,preferential tariffs
2004,technical barriers to trade
2005,trade facilitation
2006,trade facilitation
2007,trade facilitation
2008,trade facilitation
2009,trade facilitation
2010,rules of origin
2011,trade facilitation
2012,preferential tariffs
2013,preferential tariffs
2014,trade facilitation
2015,preferential tariffs
2016,investments
2017,trade facilitation
2018,labour market
2019,investments
2020,services
2021,movement of persons
2022,trade facilitation
2023,trade facilitation
2024,trade facilitation
2025,trade facilitation
2026,trade facilitation
2027,services
2028,trade facilitation
2029,trade facilitation
2030,rules of origin
2031,preferential tariffs
2032,trade facilitation
2033,public procurement
2034,trade facilitation
2035,trade facilitation
2036,trade facilitation
2037,trade facilitation
2038,competition policy
2039,technical barriers to trade
2040,trade facilitation
2041,trade facilitation
2042,trade facilitation
2043,investments
2044,trade facilitation
2045,competition policy
2046,technical barriers to trade
2047,investments
2048,labour market
2049,technical barriers to trade
2050,preferential tariffs
2051,technical barriers to trade
2052,technical barriers to trade
2053,technical barriers to trade
2054,services
2055,technical barriers to trade
2056,technical barriers to trade
2057,technical barriers to trade
2058,technical barriers to trade
2059,technical barriers to trade
2060,technical barriers to trade
2061,technical barriers to trade
2062,technical barriers to trade
2063,technical barriers to trade
2064,preferential tariffs
2065,technical barriers to trade
2066,technical barriers to trade
2067,technical barriers to trade
2068,services
2069,technical barriers to trade
2070,environment
2071,preferential tariffs
2072,competition policy
2073,competition policy
2074,intellectual property rights
2075,technical barriers to trade
2076,technical barriers to trade
2077,environment
2078,environment
2079,technical barriers to trade
2080,technical barriers to trade
